k3.csv
r,filename,time taken to solve (ms),satisfiability
r9.4,k3_n150_r9.4_06.cnf,1,false
r9.4,k3_n150_r9.4_07.cnf,1,false
r9.4,k3_n150_r9.4_08.cnf,1,false
r9.4,k3_n150_r9.4_09.cnf,1,false
r9.4,k3_n150_r9.4_10.cnf,1,false
r9.4,k3_n150_r9.4_11.cnf,1,false
r9.4,k3_n150_r9.4_12.cnf,1,false
r9.4,k3_n150_r9.4_13.cnf,1,false
r9.4,k3_n150_r9.4_14.cnf,1,false
r9.4,k3_n150_r9.4_15.cnf,2,false
r9.4,k3_n150_r9.4_16.cnf,1,false
r9.4,k3_n150_r9.4_17.cnf,1,false
r9.4,k3_n150_r9.4_18.cnf,1,false
r9.4,k3_n150_r9.4_19.cnf,1,false
r9.4,k3_n150_r9.4_20.cnf,1,false
r9.4,k3_n150_r9.4_21.cnf,1,false
r9.4,k3_n150_r9.4_22.cnf,1,false
r9.4,k3_n150_r9.4_23.cnf,1,false
r9.4,k3_n150_r9.4_24.cnf,1,false
r9.4,k3_n150_r9.4_25.cnf,0,false
r9.4,k3_n150_r9.4_26.cnf,1,false
r9.4,k3_n150_r9.4_27.cnf,1,false
r9.4,k3_n150_r9.4_28.cnf,1,false
r9.4,k3_n150_r9.4_29.cnf,2,false
r9.4,k3_n150_r9.4_30.cnf,1,false
r9.4,k3_n150_r9.4_31.cnf,2,false
r9.4,k3_n150_r9.4_32.cnf,1,false
r9.4,k3_n150_r9.4_33.cnf,3,false
r9.4,k3_n150_r9.4_34.cnf,1,false
r9.4,k3_n150_r9.4_35.cnf,1,false
r9.4,k3_n150_r9.4_36.cnf,1,false
r9.4,k3_n150_r9.4_37.cnf,1,false
r9.4,k3_n150_r9.4_38.cnf,0,false
r9.4,k3_n150_r9.4_39.cnf,0,false
r9.4,k3_n150_r9.4_40.cnf,0,false
r9.4,k3_n150_r9.4_41.cnf,1,false
r9.4,k3_n150_r9.4_42.cnf,0,false
r9.4,k3_n150_r9.4_43.cnf,0,false
r9.4,k3_n150_r9.4_44.cnf,1,false
r9.4,k3_n150_r9.4_45.cnf,1,false
r9.4,k3_n150_r9.4_46.cnf,1,false
r9.4,k3_n150_r9.4_47.cnf,1,false
r9.4,k3_n150_r9.4_48.cnf,0,false
r9.4,k3_n150_r9.4_49.cnf,0,false
r9.4,k3_n150_r9.4_50.cnf,1,false
r9.6,k3_n150_r9.6_01.cnf,0,false
r9.6,k3_n150_r9.6_02.cnf,1,false
r9.6,k3_n150_r9.6_03.cnf,1,false
r9.6,k3_n150_r9.6_04.cnf,1,false
r9.6,k3_n150_r9.6_05.cnf,1,false
r9.6,k3_n150_r9.6_06.cnf,1,false
r9.6,k3_n150_r9.6_07.cnf,0,false
r9.6,k3_n150_r9.6_08.cnf,1,false
r9.6,k3_n150_r9.6_09.cnf,1,false
r9.6,k3_n150_r9.6_10.cnf,0,false
r9.6,k3_n150_r9.6_11.cnf,1,false
r9.6,k3_n150_r9.6_12.cnf,0,false
r9.6,k3_n150_r9.6_13.cnf,0,false
r9.6,k3_n150_r9.6_14.cnf,1,false
r9.6,k3_n150_r9.6_15.cnf,1,false
r9.6,k3_n150_r9.6_16.cnf,1,false
r9.6,k3_n150_r9.6_17.cnf,1,false
r9.6,k3_n150_r9.6_18.cnf,1,false
r9.6,k3_n150_r9.6_19.cnf,1,false
r9.6,k3_n150_r9.6_20.cnf,0,false
r9.6,k3_n150_r9.6_21.cnf,1,false
r9.6,k3_n150_r9.6_22.cnf,1,false
r9.6,k3_n150_r9.6_23.cnf,1,false
r9.6,k3_n150_r9.6_24.cnf,1,false
r9.6,k3_n150_r9.6_25.cnf,1,false
r9.6,k3_n150_r9.6_26.cnf,1,false
r9.6,k3_n150_r9.6_27.cnf,1,false
r9.6,k3_n150_r9.6_28.cnf,1,false
r9.6,k3_n150_r9.6_29.cnf,1,false
r9.6,k3_n150_r9.6_30.cnf,1,false
r9.6,k3_n150_r9.6_31.cnf,1,false
r9.6,k3_n150_r9.6_32.cnf,1,false
r9.6,k3_n150_r9.6_33.cnf,3,false
r9.6,k3_n150_r9.6_34.cnf,2,false
r9.6,k3_n150_r9.6_35.cnf,1,false
r9.6,k3_n150_r9.6_36.cnf,0,false
r9.6,k3_n150_r9.6_37.cnf,1,false
r9.6,k3_n150_r9.6_38.cnf,0,false
r9.6,k3_n150_r9.6_39.cnf,1,false
r9.6,k3_n150_r9.6_40.cnf,1,false
r9.6,k3_n150_r9.6_41.cnf,1,false
r9.6,k3_n150_r9.6_42.cnf,1,false
r9.6,k3_n150_r9.6_43.cnf,1,false
r9.6,k3_n150_r9.6_44.cnf,0,false
r9.6,k3_n150_r9.6_45.cnf,1,false
r9.6,k3_n150_r9.6_46.cnf,1,false
r9.6,k3_n150_r9.6_47.cnf,0,false
r9.6,k3_n150_r9.6_48.cnf,1,false
r9.6,k3_n150_r9.6_49.cnf,1,false
r9.6,k3_n150_r9.6_50.cnf,1,false
r9.8,k3_n150_r9.8_01.cnf,1,false
r9.8,k3_n150_r9.8_02.cnf,1,false
r9.8,k3_n150_r9.8_03.cnf,0,false
r9.8,k3_n150_r9.8_04.cnf,1,false
r9.8,k3_n150_r9.8_05.cnf,0,false
r9.8,k3_n150_r9.8_06.cnf,1,false
r9.8,k3_n150_r9.8_07.cnf,1,false
r9.8,k3_n150_r9.8_08.cnf,1,false
r9.8,k3_n150_r9.8_09.cnf,1,false
r9.8,k3_n150_r9.8_10.cnf,1,false
r9.8,k3_n150_r9.8_11.cnf,1,false
r9.8,k3_n150_r9.8_12.cnf,1,false
r9.8,k3_n150_r9.8_13.cnf,1,false
r9.8,k3_n150_r9.8_14.cnf,1,false
r9.8,k3_n150_r9.8_15.cnf,1,false
r9.8,k3_n150_r9.8_16.cnf,1,false
r9.8,k3_n150_r9.8_17.cnf,1,false
r9.8,k3_n150_r9.8_18.cnf,1,false
r9.8,k3_n150_r9.8_19.cnf,0,false
r9.8,k3_n150_r9.8_20.cnf,1,false
r9.8,k3_n150_r9.8_21.cnf,1,false
r9.8,k3_n150_r9.8_22.cnf,0,false
r9.8,k3_n150_r9.8_23.cnf,1,false
r9.8,k3_n150_r9.8_24.cnf,0,false
r9.8,k3_n150_r9.8_25.cnf,0,false
r9.8,k3_n150_r9.8_26.cnf,1,false
r9.8,k3_n150_r9.8_27.cnf,1,false
r9.8,k3_n150_r9.8_28.cnf,1,false
r9.8,k3_n150_r9.8_29.cnf,1,false
r9.8,k3_n150_r9.8_30.cnf,1,false
r9.8,k3_n150_r9.8_31.cnf,0,false
r9.8,k3_n150_r9.8_32.cnf,1,false
r9.8,k3_n150_r9.8_33.cnf,1,false
r9.8,k3_n150_r9.8_34.cnf,1,false
r9.8,k3_n150_r9.8_35.cnf,1,false
r9.8,k3_n150_r9.8_36.cnf,0,false
r9.8,k3_n150_r9.8_37.cnf,0,false
r9.8,k3_n150_r9.8_38.cnf,1,false
r9.8,k3_n150_r9.8_39.cnf,1,false
r9.8,k3_n150_r9.8_40.cnf,1,false
r9.8,k3_n150_r9.8_41.cnf,1,false
r9.8,k3_n150_r9.8_42.cnf,1,false
r9.8,k3_n150_r9.8_43.cnf,1,false
r9.8,k3_n150_r9.8_44.cnf,1,false
r9.8,k3_n150_r9.8_45.cnf,1,false
r9.8,k3_n150_r9.8_46.cnf,1,false
r9.8,k3_n150_r9.8_47.cnf,1,false
r9.8,k3_n150_r9.8_48.cnf,1,false
r9.8,k3_n150_r9.8_49.cnf,0,false
r9.8,k3_n150_r9.8_50.cnf,1,false

SAT Files
k3_n150_r0.2_01.cnf
k3_n150_r0.2_02.cnf
k3_n150_r0.2_03.cnf
k3_n150_r0.2_04.cnf
k3_n150_r0.2_05.cnf
k3_n150_r0.2_06.cnf
k3_n150_r0.2_07.cnf
k3_n150_r0.2_08.cnf
k3_n150_r0.2_09.cnf
k3_n150_r0.2_10.cnf
k3_n150_r0.2_11.cnf
k3_n150_r0.2_12.cnf
k3_n150_r0.2_13.cnf
k3_n150_r0.2_14.cnf
k3_n150_r0.2_15.cnf
k3_n150_r0.2_16.cnf
k3_n150_r0.2_17.cnf
k3_n150_r0.2_18.cnf
k3_n150_r0.2_19.cnf
k3_n150_r0.2_20.cnf
k3_n150_r0.2_21.cnf
k3_n150_r0.2_22.cnf
k3_n150_r0.2_23.cnf
k3_n150_r0.2_24.cnf
k3_n150_r0.2_25.cnf
k3_n150_r0.2_26.cnf
k3_n150_r0.2_27.cnf
k3_n150_r0.2_28.cnf
k3_n150_r0.2_29.cnf
k3_n150_r0.2_30.cnf
k3_n150_r0.2_31.cnf
k3_n150_r0.2_32.cnf
k3_n150_r0.2_33.cnf
k3_n150_r0.2_34.cnf
k3_n150_r0.2_35.cnf
k3_n150_r0.2_36.cnf
k3_n150_r0.2_37.cnf
k3_n150_r0.2_38.cnf
k3_n150_r0.2_39.cnf
k3_n150_r0.2_40.cnf
k3_n150_r0.2_41.cnf
k3_n150_r0.2_42.cnf
k3_n150_r0.2_43.cnf
k3_n150_r0.2_44.cnf
k3_n150_r0.2_45.cnf
k3_n150_r0.2_46.cnf
k3_n150_r0.2_47.cnf
k3_n150_r0.2_48.cnf
k3_n150_r0.2_49.cnf
k3_n150_r0.2_50.cnf
k3_n150_r0.4_01.cnf
k3_n150_r0.4_02.cnf
k3_n150_r0.4_03.cnf
k3_n150_r0.4_04.cnf
k3_n150_r0.4_05.cnf
k3_n150_r0.4_06.cnf
k3_n150_r0.4_07.cnf
k3_n150_r0.4_08.cnf
k3_n150_r0.4_09.cnf
k3_n150_r0.4_10.cnf
k3_n150_r0.4_11.cnf
k3_n150_r0.4_12.cnf
k3_n150_r0.4_13.cnf
k3_n150_r0.4_14.cnf
k3_n150_r0.4_15.cnf
k3_n150_r0.4_16.cnf
k3_n150_r0.4_17.cnf
k3_n150_r0.4_18.cnf
k3_n150_r0.4_19.cnf
k3_n150_r0.4_20.cnf
k3_n150_r0.4_21.cnf
k3_n150_r0.4_22.cnf
k3_n150_r0.4_23.cnf
k3_n150_r0.4_24.cnf
k3_n150_r0.4_25.cnf
k3_n150_r0.4_26.cnf
k3_n150_r0.4_27.cnf
k3_n150_r0.4_28.cnf
k3_n150_r0.4_29.cnf
k3_n150_r0.4_30.cnf
k3_n150_r0.4_31.cnf
k3_n150_r0.4_32.cnf
k3_n150_r0.4_33.cnf
k3_n150_r0.4_34.cnf
k3_n150_r0.4_35.cnf
k3_n150_r0.4_36.cnf
k3_n150_r0.4_37.cnf
k3_n150_r0.4_38.cnf
k3_n150_r0.4_39.cnf
k3_n150_r0.4_40.cnf
k3_n150_r0.4_41.cnf
k3_n150_r0.4_42.cnf
k3_n150_r0.4_43.cnf
k3_n150_r0.4_44.cnf
k3_n150_r0.4_45.cnf
k3_n150_r0.4_46.cnf
k3_n150_r0.4_47.cnf
k3_n150_r0.4_48.cnf
k3_n150_r0.4_49.cnf
k3_n150_r0.4_50.cnf
k3_n150_r0.6_01.cnf
k3_n150_r0.6_02.cnf
k3_n150_r0.6_03.cnf
k3_n150_r0.6_04.cnf
k3_n150_r0.6_05.cnf
k3_n150_r0.6_06.cnf
k3_n150_r0.6_07.cnf
k3_n150_r0.6_08.cnf
k3_n150_r0.6_09.cnf
k3_n150_r0.6_10.cnf
k3_n150_r0.6_11.cnf
k3_n150_r0.6_12.cnf
k3_n150_r0.6_13.cnf
k3_n150_r0.6_14.cnf
k3_n150_r0.6_15.cnf
k3_n150_r0.6_16.cnf
k3_n150_r0.6_17.cnf
k3_n150_r0.6_18.cnf
k3_n150_r0.6_19.cnf
k3_n150_r0.6_20.cnf
k3_n150_r0.6_21.cnf
k3_n150_r0.6_22.cnf
k3_n150_r0.6_23.cnf
k3_n150_r0.6_24.cnf
k3_n150_r0.6_25.cnf
k3_n150_r0.6_26.cnf
k3_n150_r0.6_27.cnf
k3_n150_r0.6_28.cnf
k3_n150_r0.6_29.cnf
k3_n150_r0.6_30.cnf
k3_n150_r0.6_31.cnf
k3_n150_r0.6_32.cnf
k3_n150_r0.6_33.cnf
k3_n150_r0.6_34.cnf
k3_n150_r0.6_35.cnf
k3_n150_r0.6_36.cnf
k3_n150_r0.6_37.cnf
k3_n150_r0.6_38.cnf
k3_n150_r0.6_39.cnf
k3_n150_r0.6_40.cnf
k3_n150_r0.6_41.cnf
k3_n150_r0.6_42.cnf
k3_n150_r0.6_43.cnf
k3_n150_r0.6_44.cnf
k3_n150_r0.6_45.cnf
k3_n150_r0.6_46.cnf
k3_n150_r0.6_47.cnf
k3_n150_r0.6_48.cnf
k3_n150_r0.6_49.cnf
k3_n150_r0.6_50.cnf
k3_n150_r0.8_01.cnf
k3_n150_r0.8_02.cnf
k3_n150_r0.8_03.cnf
k3_n150_r0.8_04.cnf
k3_n150_r0.8_05.cnf
k3_n150_r0.8_06.cnf
k3_n150_r0.8_07.cnf
k3_n150_r0.8_08.cnf
k3_n150_r0.8_09.cnf
k3_n150_r0.8_10.cnf
k3_n150_r0.8_11.cnf
k3_n150_r0.8_12.cnf
k3_n150_r0.8_13.cnf
k3_n150_r0.8_14.cnf
k3_n150_r0.8_15.cnf
k3_n150_r0.8_16.cnf
k3_n150_r0.8_17.cnf
k3_n150_r0.8_18.cnf
k3_n150_r0.8_19.cnf
k3_n150_r0.8_20.cnf
k3_n150_r0.8_21.cnf
k3_n150_r0.8_22.cnf
k3_n150_r0.8_23.cnf
k3_n150_r0.8_24.cnf
k3_n150_r0.8_25.cnf
k3_n150_r0.8_26.cnf
k3_n150_r0.8_27.cnf
k3_n150_r0.8_28.cnf
k3_n150_r0.8_29.cnf
k3_n150_r0.8_30.cnf
k3_n150_r0.8_31.cnf
k3_n150_r0.8_32.cnf
k3_n150_r0.8_33.cnf
k3_n150_r0.8_34.cnf
k3_n150_r0.8_35.cnf
k3_n150_r0.8_36.cnf
k3_n150_r0.8_37.cnf
k3_n150_r0.8_38.cnf
k3_n150_r0.8_39.cnf
k3_n150_r0.8_40.cnf
k3_n150_r0.8_41.cnf
k3_n150_r0.8_42.cnf
k3_n150_r0.8_43.cnf
k3_n150_r0.8_44.cnf
k3_n150_r0.8_45.cnf
k3_n150_r0.8_46.cnf
k3_n150_r0.8_47.cnf
k3_n150_r0.8_48.cnf
k3_n150_r0.8_49.cnf
k3_n150_r0.8_50.cnf
k3_n150_r1.0_01.cnf
k3_n150_r1.0_02.cnf
k3_n150_r1.0_03.cnf
k3_n150_r1.0_04.cnf
k3_n150_r1.0_05.cnf
k3_n150_r1.0_06.cnf
k3_n150_r1.0_07.cnf
k3_n150_r1.0_08.cnf
k3_n150_r1.0_09.cnf
k3_n150_r1.0_10.cnf
k3_n150_r1.0_11.cnf
k3_n150_r1.0_12.cnf
k3_n150_r1.0_13.cnf
k3_n150_r1.0_14.cnf
k3_n150_r1.0_15.cnf
k3_n150_r1.0_16.cnf
k3_n150_r1.0_17.cnf
k3_n150_r1.0_18.cnf
k3_n150_r1.0_19.cnf
k3_n150_r1.0_20.cnf
k3_n150_r1.0_21.cnf
k3_n150_r1.0_22.cnf
k3_n150_r1.0_23.cnf
k3_n150_r1.0_24.cnf
k3_n150_r1.0_25.cnf
k3_n150_r1.0_26.cnf
k3_n150_r1.0_27.cnf
k3_n150_r1.0_28.cnf
k3_n150_r1.0_29.cnf
k3_n150_r1.0_30.cnf
k3_n150_r1.0_31.cnf
k3_n150_r1.0_32.cnf
k3_n150_r1.0_33.cnf
k3_n150_r1.0_34.cnf
k3_n150_r1.0_35.cnf
k3_n150_r1.0_36.cnf
k3_n150_r1.0_37.cnf
k3_n150_r1.0_38.cnf
k3_n150_r1.0_39.cnf
k3_n150_r1.0_40.cnf
k3_n150_r1.0_41.cnf
k3_n150_r1.0_42.cnf
k3_n150_r1.0_43.cnf
k3_n150_r1.0_44.cnf
k3_n150_r1.0_45.cnf
k3_n150_r1.0_46.cnf
k3_n150_r1.0_47.cnf
k3_n150_r1.0_48.cnf
k3_n150_r1.0_49.cnf
k3_n150_r1.0_50.cnf
k3_n150_r1.2_01.cnf
k3_n150_r1.2_02.cnf
k3_n150_r1.2_03.cnf
k3_n150_r1.2_04.cnf
k3_n150_r1.2_05.cnf
k3_n150_r1.2_06.cnf
k3_n150_r1.2_07.cnf
k3_n150_r1.2_08.cnf
k3_n150_r1.2_09.cnf
k3_n150_r1.2_10.cnf
k3_n150_r1.2_11.cnf
k3_n150_r1.2_12.cnf
k3_n150_r1.2_13.cnf
k3_n150_r1.2_14.cnf
k3_n150_r1.2_15.cnf
k3_n150_r1.2_16.cnf
k3_n150_r1.2_17.cnf
k3_n150_r1.2_18.cnf
k3_n150_r1.2_19.cnf
k3_n150_r1.2_20.cnf
k3_n150_r1.2_21.cnf
k3_n150_r1.2_22.cnf
k3_n150_r1.2_23.cnf
k3_n150_r1.2_24.cnf
k3_n150_r1.2_25.cnf
k3_n150_r1.2_26.cnf
k3_n150_r1.2_27.cnf
k3_n150_r1.2_28.cnf
k3_n150_r1.2_29.cnf
k3_n150_r1.2_30.cnf
k3_n150_r1.2_31.cnf
k3_n150_r1.2_32.cnf
k3_n150_r1.2_33.cnf
k3_n150_r1.2_34.cnf
k3_n150_r1.2_35.cnf
k3_n150_r1.2_36.cnf
k3_n150_r1.2_37.cnf
k3_n150_r1.2_38.cnf
k3_n150_r1.2_39.cnf
k3_n150_r1.2_40.cnf
k3_n150_r1.2_41.cnf
k3_n150_r1.2_42.cnf
k3_n150_r1.2_43.cnf
k3_n150_r1.2_44.cnf
k3_n150_r1.2_45.cnf
k3_n150_r1.2_46.cnf
k3_n150_r1.2_47.cnf
k3_n150_r1.2_48.cnf
k3_n150_r1.2_49.cnf
k3_n150_r1.2_50.cnf
k3_n150_r1.4_01.cnf
k3_n150_r1.4_02.cnf
k3_n150_r1.4_03.cnf
k3_n150_r1.4_04.cnf
k3_n150_r1.4_05.cnf
k3_n150_r1.4_06.cnf
k3_n150_r1.4_07.cnf
k3_n150_r1.4_08.cnf
k3_n150_r1.4_09.cnf
k3_n150_r1.4_10.cnf
k3_n150_r1.4_11.cnf
k3_n150_r1.4_12.cnf
k3_n150_r1.4_13.cnf
k3_n150_r1.4_14.cnf
k3_n150_r1.4_15.cnf
k3_n150_r1.4_16.cnf
k3_n150_r1.4_17.cnf
k3_n150_r1.4_18.cnf
k3_n150_r1.4_19.cnf
k3_n150_r1.4_20.cnf
k3_n150_r1.4_21.cnf
k3_n150_r1.4_22.cnf
k3_n150_r1.4_23.cnf
k3_n150_r1.4_24.cnf
k3_n150_r1.4_25.cnf
k3_n150_r1.4_26.cnf
k3_n150_r1.4_27.cnf
k3_n150_r1.4_28.cnf
k3_n150_r1.4_29.cnf
k3_n150_r1.4_30.cnf
k3_n150_r1.4_31.cnf
k3_n150_r1.4_32.cnf
k3_n150_r1.4_33.cnf
k3_n150_r1.4_34.cnf
k3_n150_r1.4_35.cnf
k3_n150_r1.4_36.cnf
k3_n150_r1.4_37.cnf
k3_n150_r1.4_38.cnf
k3_n150_r1.4_39.cnf
k3_n150_r1.4_40.cnf
k3_n150_r1.4_41.cnf
k3_n150_r1.4_42.cnf
k3_n150_r1.4_43.cnf
k3_n150_r1.4_44.cnf
k3_n150_r1.4_45.cnf
k3_n150_r1.4_46.cnf
k3_n150_r1.4_47.cnf
k3_n150_r1.4_48.cnf
k3_n150_r1.4_49.cnf
k3_n150_r1.4_50.cnf
k3_n150_r1.6_01.cnf
k3_n150_r1.6_02.cnf
k3_n150_r1.6_03.cnf
k3_n150_r1.6_04.cnf
k3_n150_r1.6_05.cnf
k3_n150_r1.6_06.cnf
k3_n150_r1.6_07.cnf
k3_n150_r1.6_08.cnf
k3_n150_r1.6_09.cnf
k3_n150_r1.6_10.cnf
k3_n150_r1.6_11.cnf
k3_n150_r1.6_12.cnf
k3_n150_r1.6_13.cnf
k3_n150_r1.6_14.cnf
k3_n150_r1.6_15.cnf
k3_n150_r1.6_16.cnf
k3_n150_r1.6_17.cnf
k3_n150_r1.6_18.cnf
k3_n150_r1.6_19.cnf
k3_n150_r1.6_20.cnf
k3_n150_r1.6_21.cnf
k3_n150_r1.6_22.cnf
k3_n150_r1.6_23.cnf
k3_n150_r1.6_24.cnf
k3_n150_r1.6_25.cnf
k3_n150_r1.6_26.cnf
k3_n150_r1.6_27.cnf
k3_n150_r1.6_28.cnf
k3_n150_r1.6_29.cnf
k3_n150_r1.6_30.cnf
k3_n150_r1.6_31.cnf
k3_n150_r1.6_32.cnf
k3_n150_r1.6_33.cnf
k3_n150_r1.6_34.cnf
k3_n150_r1.6_35.cnf
k3_n150_r1.6_36.cnf
k3_n150_r1.6_37.cnf
k3_n150_r1.6_38.cnf
k3_n150_r1.6_39.cnf
k3_n150_r1.6_40.cnf
k3_n150_r1.6_41.cnf
k3_n150_r1.6_42.cnf
k3_n150_r1.6_43.cnf
k3_n150_r1.6_44.cnf
k3_n150_r1.6_45.cnf
k3_n150_r1.6_46.cnf
k3_n150_r1.6_47.cnf
k3_n150_r1.6_48.cnf
k3_n150_r1.6_49.cnf
k3_n150_r1.6_50.cnf
k3_n150_r1.8_01.cnf
k3_n150_r1.8_02.cnf
k3_n150_r1.8_03.cnf
k3_n150_r1.8_04.cnf
k3_n150_r1.8_05.cnf
k3_n150_r1.8_06.cnf
k3_n150_r1.8_07.cnf
k3_n150_r1.8_08.cnf
k3_n150_r1.8_09.cnf
k3_n150_r1.8_10.cnf
k3_n150_r1.8_11.cnf
k3_n150_r1.8_12.cnf
k3_n150_r1.8_13.cnf
k3_n150_r1.8_14.cnf
k3_n150_r1.8_15.cnf
k3_n150_r1.8_16.cnf
k3_n150_r1.8_17.cnf
k3_n150_r1.8_18.cnf
k3_n150_r1.8_19.cnf
k3_n150_r1.8_20.cnf
k3_n150_r1.8_21.cnf
k3_n150_r1.8_22.cnf
k3_n150_r1.8_23.cnf
k3_n150_r1.8_24.cnf
k3_n150_r1.8_25.cnf
k3_n150_r1.8_26.cnf
k3_n150_r1.8_27.cnf
k3_n150_r1.8_28.cnf
k3_n150_r1.8_29.cnf
k3_n150_r1.8_30.cnf
k3_n150_r1.8_31.cnf
k3_n150_r1.8_32.cnf
k3_n150_r1.8_33.cnf
k3_n150_r1.8_34.cnf
k3_n150_r1.8_35.cnf
k3_n150_r1.8_36.cnf
k3_n150_r1.8_37.cnf
k3_n150_r1.8_38.cnf
k3_n150_r1.8_39.cnf
k3_n150_r1.8_40.cnf
k3_n150_r1.8_41.cnf
k3_n150_r1.8_42.cnf
k3_n150_r1.8_43.cnf
k3_n150_r1.8_44.cnf
k3_n150_r1.8_45.cnf
k3_n150_r1.8_46.cnf
k3_n150_r1.8_47.cnf
k3_n150_r1.8_48.cnf
k3_n150_r1.8_49.cnf
k3_n150_r1.8_50.cnf
k3_n150_r2.0_01.cnf
k3_n150_r2.0_02.cnf
k3_n150_r2.0_03.cnf
k3_n150_r2.0_04.cnf
k3_n150_r2.0_05.cnf
k3_n150_r2.0_06.cnf
k3_n150_r2.0_07.cnf
k3_n150_r2.0_08.cnf
k3_n150_r2.0_09.cnf
k3_n150_r2.0_10.cnf
k3_n150_r2.0_11.cnf
k3_n150_r2.0_12.cnf
k3_n150_r2.0_13.cnf
k3_n150_r2.0_14.cnf
k3_n150_r2.0_15.cnf
k3_n150_r2.0_16.cnf
k3_n150_r2.0_17.cnf
k3_n150_r2.0_18.cnf
k3_n150_r2.0_19.cnf
k3_n150_r2.0_20.cnf
k3_n150_r2.0_21.cnf
k3_n150_r2.0_22.cnf
k3_n150_r2.0_23.cnf
k3_n150_r2.0_24.cnf
k3_n150_r2.0_25.cnf
k3_n150_r2.0_26.cnf
k3_n150_r2.0_27.cnf
k3_n150_r2.0_28.cnf
k3_n150_r2.0_29.cnf
k3_n150_r2.0_30.cnf
k3_n150_r2.0_31.cnf
k3_n150_r2.0_32.cnf
k3_n150_r2.0_33.cnf
k3_n150_r2.0_34.cnf
k3_n150_r2.0_35.cnf
k3_n150_r2.0_36.cnf
k3_n150_r2.0_37.cnf
k3_n150_r2.0_38.cnf
k3_n150_r2.0_39.cnf
k3_n150_r2.0_40.cnf
k3_n150_r2.0_41.cnf
k3_n150_r2.0_42.cnf
k3_n150_r2.0_43.cnf
k3_n150_r2.0_44.cnf
k3_n150_r2.0_45.cnf
k3_n150_r2.0_46.cnf
k3_n150_r2.0_47.cnf
k3_n150_r2.0_48.cnf
k3_n150_r2.0_49.cnf
k3_n150_r2.0_50.cnf
k3_n150_r2.2_01.cnf
k3_n150_r2.2_02.cnf
k3_n150_r2.2_03.cnf
k3_n150_r2.2_04.cnf
k3_n150_r2.2_05.cnf
k3_n150_r2.2_06.cnf
k3_n150_r2.2_07.cnf
k3_n150_r2.2_08.cnf
k3_n150_r2.2_09.cnf
k3_n150_r2.2_10.cnf
k3_n150_r2.2_11.cnf
k3_n150_r2.2_12.cnf
k3_n150_r2.2_13.cnf
k3_n150_r2.2_14.cnf
k3_n150_r2.2_15.cnf
k3_n150_r2.2_16.cnf
k3_n150_r2.2_17.cnf
k3_n150_r2.2_18.cnf
k3_n150_r2.2_19.cnf
k3_n150_r2.2_20.cnf
k3_n150_r2.2_21.cnf
k3_n150_r2.2_22.cnf
k3_n150_r2.2_23.cnf
k3_n150_r2.2_24.cnf
k3_n150_r2.2_25.cnf
k3_n150_r2.2_26.cnf
k3_n150_r2.2_27.cnf
k3_n150_r2.2_28.cnf
k3_n150_r2.2_29.cnf
k3_n150_r2.2_30.cnf
k3_n150_r2.2_31.cnf
k3_n150_r2.2_32.cnf
k3_n150_r2.2_33.cnf
k3_n150_r2.2_34.cnf
k3_n150_r2.2_35.cnf
k3_n150_r2.2_36.cnf
k3_n150_r2.2_37.cnf
k3_n150_r2.2_38.cnf
k3_n150_r2.2_39.cnf
k3_n150_r2.2_40.cnf
k3_n150_r2.2_41.cnf
k3_n150_r2.2_42.cnf
k3_n150_r2.2_43.cnf
k3_n150_r2.2_44.cnf
k3_n150_r2.2_45.cnf
k3_n150_r2.2_46.cnf
k3_n150_r2.2_47.cnf
k3_n150_r2.2_48.cnf
k3_n150_r2.2_49.cnf
k3_n150_r2.2_50.cnf
k3_n150_r2.4_01.cnf
k3_n150_r2.4_02.cnf
k3_n150_r2.4_03.cnf
k3_n150_r2.4_04.cnf
k3_n150_r2.4_05.cnf
k3_n150_r2.4_06.cnf
k3_n150_r2.4_07.cnf
k3_n150_r2.4_08.cnf
k3_n150_r2.4_09.cnf
k3_n150_r2.4_10.cnf
k3_n150_r2.4_11.cnf
k3_n150_r2.4_12.cnf
k3_n150_r2.4_13.cnf
k3_n150_r2.4_14.cnf
k3_n150_r2.4_15.cnf
k3_n150_r2.4_16.cnf
k3_n150_r2.4_17.cnf
k3_n150_r2.4_18.cnf
k3_n150_r2.4_19.cnf
k3_n150_r2.4_20.cnf
k3_n150_r2.4_21.cnf
k3_n150_r2.4_22.cnf
k3_n150_r2.4_23.cnf
k3_n150_r2.4_24.cnf
k3_n150_r2.4_25.cnf
k3_n150_r2.4_26.cnf
k3_n150_r2.4_27.cnf
k3_n150_r2.4_28.cnf
k3_n150_r2.4_29.cnf
k3_n150_r2.4_30.cnf
k3_n150_r2.4_31.cnf
k3_n150_r2.4_32.cnf
k3_n150_r2.4_33.cnf
k3_n150_r2.4_34.cnf
k3_n150_r2.4_35.cnf
k3_n150_r2.4_36.cnf
k3_n150_r2.4_37.cnf
k3_n150_r2.4_38.cnf
k3_n150_r2.4_39.cnf
k3_n150_r2.4_40.cnf
k3_n150_r2.4_41.cnf
k3_n150_r2.4_42.cnf
k3_n150_r2.4_43.cnf
k3_n150_r2.4_44.cnf
k3_n150_r2.4_45.cnf
k3_n150_r2.4_46.cnf
k3_n150_r2.4_47.cnf
k3_n150_r2.4_48.cnf
k3_n150_r2.4_49.cnf
